Year,Location,Data
1926,3163
1927,3268
1928,3511
1929,2854
1930,2917
1931,2453
1932,1845
1933,1902
1934,2015
1935,2382
1936,2112
1937,3094
1938,2111
1939,2330
1940,3161
1941,2836
1942,3279
1943,2926
1944,2652
