Year,Location,Data
1916,960
1917,981
1918,1176
1919,761
1920,1011
1921,1636
1922,1934
1923,1689
1924,1578
1925,2698
1926,3163
1927,3268
1928,3511
1929,2854
1930,2917
1931,2453
1932,1845
1933,1902
1934,2015
