Year,Location,Data
1906,740
1907,586
1908,589
1909,690
1910,627
1911,774
1912,1587
1913,1205
1914,1522
1915,1350
1916,960
1917,981
1918,1176
1919,761
1920,1011
1921,1636
1922,1934
1923,1689
1924,1578
